"ID","nombrecompleto","INSTITUCION","Pais","LatLong","CostoPasajes","costoNota","CostoViaticos","ViaticosNota","INFORME","informeNumber"
291,"Judith Aparicio","MITRADEL","colombia","4:-72'","443.07",,1600,,"pdf",1
249,"Judith Aparicio","MITRADEL","nicaragua","13:-85'",,"Cubierto Por El Organismo",200,,"pdf",1
3063,"Judith Jimenez","MICI","honduras","15:-86,5'","682.96",,1200,,"no",0
103,"Judith Jimenez","MICI","honduras","15:-86,5'","775.32",,1600,,"pdf",1
3022,"Judith Jimenez","MICI","suiza","47:8'","2176.47",,2400,,"no",0
1939,"Julieta Fernández","Ministerio del Ambiente","costa rica","10:-84'",,,420,,"no",0
1772,"Julieta Fernández","Ministerio del Ambiente","ecuador","-2:-77,5'",,,315,,"no",0
1708,"Julieta Fernández","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,315,,"no",0
729,"Julio Aguirre","MEF","australia","-25:135'","4956.8",,5400,,"no",0
774,"Julio Aguirre","MEF","ecuador","-2:-77,5'","1244.51",,1050,,"no",0
693,"Julio Aguirre","MEF","estados unidos de américa","39,828175:-98,5795'","696.1",,1800,,"no",0
631,"Julio Aguirre","MEF","estados unidos de américa","39,828175:-98,5795'",783,,900,,"no",0
350,"Julio Castillo","MINSA","colombia","4:-72'",,"Cubierto Por Ops/oms",2000,,"si",1
214,"Julio Castillo","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Focard-aps",315,,"pdf",1
2913,"Julio Castillo","MINSA","perú","-10:-76'",,"Cubierto Por El Ministerio De Vivienda Construccion Y Saneamiento De Peru",420,,"pdf",1
2972,"Julio Castillo","MINSA","perú","-10:-76'",,"Cubierto Por Focard-aps",600,,"pdf",1
199,"Julio Castillo","MIDES","república dominicana","19:-70,666667'",,"Cubiertos Por El Organismo Internacional",315,,"pdf",1
320,"Julio Coronado","MITRADEL","china","35:105'",,"Cubierto Por La Embajada De Taiwan",2550,,"pdf",1
2680,"Julio Coronado","MITRADEL","perú","-10:-76'",,,1260,,"no",0
796,"Julio Escarriola","MEF","estados unidos de américa","39,828175:-98,5795'",,,2250,,"no",0
878,"Julio Escarriola","MEF","estados unidos de américa","39,828175:-98,5795'","1111.6",,2700,,"no",0
738,"Julio Miranda","MEF","colombia","4:-72'",,,,,"no",0
1230,"Julio Palacio","Ministerio de la Presidencia","taiwan","24:121'",,,1260,,"no",0
325,"Julio Polanco","MITRADEL","china","35:105'",,"Cubierto Por El Organismo",,"Cubierto por el Organismo","pdf",1
3104,"Julio Santamaria","MINSA","colombia","4:-72'","356.8",,600,,"no",0
3131,"Julio Santamaria","MINSA","guatemala","15,5:-90,25'",,"Cubierto Por Ops/oms",1600,,"no",0
200,"Julio Santamaria","MINSA","méxico","23:-102'",,"Cubierto Por Center For Global Health",420,,"pdf",1
1600,"Julio Urriola","Ministerio de Seguridad Pública","estados unidos de américa","39,828175:-98,5795'",,"Auspiciado",375,,"no",0
2644,"Julisa Caballero","MINSA","costa rica","10:-84'",,"Cubierto Por El Instituto Conmemorativo Gorgas",1050,,"no",0
892,"Julissa Abrego","MEF","españa","40:-4'","1391.24",,4200,,"no",0
121,"Julissa Estrada","MICI","corea del sur","37:127,5'","2535.46",,4800,,"pdf",1
3040,"Julissa Estrada","MICI","costa rica","10:-84'","205.79",,1600,,"no",0
3035,"Julissa Estrada","MICI","estados unidos de américa","39,828175:-98,5795'",,,500,,"no",0
3077,"Julissa Estrada","MICI","honduras","15:-86,5'","537.7",,2400,,"no",0
3061,"Julissa Estrada","MICI","honduras","15:-86,5'","682.96",,800,,"no",0
2991,"Julissa Estrada","MICI","nicaragua","13:-85'","359.84",,2000,,"no",0
139,"Julissa Estrada","MICI","nicaragua","13:-85'","501.74",,1200,,"pdf",1
155,"Julissa Estrada","MICI","nicaragua","13:-85'","764.84",,2000,,"pdf",1
2947,"Justina Suman","MINSA","chile","-30:-71'",,"Cubierto Por Ops/oms",540,,"pdf",1
2784,"Justo Arrocha","MINSA","colombia","4:-72'",,"Cubierto Por Ops/oms",600,,"detalle",1
2560,"Kadim Medina","MINSA","argentina","-34:-64'",,"Cubierto Por Isop",405,,"no",0
1231,"Karelis Castrejon","Ministerio de la Presidencia","china","35:105'","2159.23",,5400,,"no",0
826,"Karen López","MEF","brasil","-10:-55'",,,1755,,"no",0
2863,"Karen López","MEF","el salvador","13,833333:-88,916667'",,,315,,"informe",1
2857,"Karen López","MEF","república dominicana","19:-70,666667'",,,315,,"informe",1
514,"Karen Ortega","AIG","brasil","-10:-55'",,"Cubierto Por El Comité Organizador",540,,"no",0
508,"Karen Ortega","AIG","colombia","4:-72'",,"Cubierto Por Comité Organizador",315,,"no",0
2306,"Karima Lince","Ministerio del Ambiente","italia","42,833333:12,833333'",,,1080,,"no",0
2214,"Karima Lince","Ministerio del Ambiente","méxico","23:-102'",,,525,,"no",0
2535,"Karima Torres","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Comisca",,"Viáticos 30% 315.00","no",0
2552,"Karina Mirones","MINSA","colombia","4:-72'",,"Cubierto Por Inassa",,"Viáticos 30% 210.00","no",0
1740,"Karina Ortiz","Ministerio del Ambiente","ecuador","-2:-77,5'",700,,1400,,"no",0
2026,"Karina Ortiz","Ministerio del Ambiente","méxico","23:-102'",,,1750,,"no",0
1959,"Karina Rivera","Ministerio del Ambiente","brasil","-10:-55'",,,540,,"no",0
3009,"Karla Carvajal","MICI","estados unidos de américa","39,828175:-98,5795'","763.49",,3000,,"no",0
3111,"Karolyn Chong","MINSA","perú","-10:-76'",,,1125,,"no",0
802,"Katherine Achong","MEF","austria","47,333333:13,333333'",,,1260,,"no",0
2345,"Katherine Rivera","Ministerio del Ambiente","méxico","23:-102'",,,3150,,"no",0
2362,"Kathia Mojica","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,525,,"no",0
1722,"Kathia Mojica","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,315,,"no",0
1803,"Kathia Mojica","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,315,,"no",0
2337,"Kathia Mojica","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,525,,"no",0
250,"Katife Kose","MITRADEL","china","35:105'",,"Cubierto Por El Organismo",2400,,"pdf",1
926,"Kattya Guerra","MIDES","colombia","4:-72'",,"Bid",660,,"no",0
179,"Kattya Juliao","MIDES","costa rica","10:-84'",,"Cubiertos Por El Organismo Internacional",420,,"pdf",1
187,"Kattya Juliao","MIDES","méxico","23:-102'",,"Cubiertos Por El Organismo Internacional",1400,,"pdf",1
194,"Kattya Juliao","MIDES","méxico","23:-102'",,"Cubiertos Por El Organismo Internacional",1750,,"pdf",1
758,"Katyuska Correa","MEF","barbados","13,166667:-59,533333'","1967.1",,1400,,"no",0
754,"Katyuska Correa","MEF","el salvador","13,833333:-88,916667'",770,,1050,,"no",0
568,"Katyuska Correa","MEF","estados unidos de américa","39,828175:-98,5795'","571.62",,1800,,"no",0
745,"Katyuska Correa","MEF","inglaterra","54:-4'",3790,,3000,,"no",0
813,"Katyuska Correa","MEF","perú","-10:-76'","518.34",,2100,,"no",0
1236,"Keith Jimenez","Ministerio de la Presidencia","alemania","51,5:10,5'","1454.48",,3000,,"no",0
1232,"Keith Jimenez","Ministerio de la Presidencia","cuba","22:-79,5'","698.84",,1050,,"no",0
1233,"Keith Jimenez","Ministerio de la Presidencia","ecuador","-2:-77,5'",,,800,,"no",0
1235,"Keith Jimenez","Ministerio de la Presidencia","polonia","52:20'",,,600,,"no",0
1234,"Keith Jimenez","Ministerio de la Presidencia","polonia","52:20'","2442.84",,6600,,"no",0
322,"Kenia Alonso","MITRADEL","china","35:105'",,"Cubierto Por La Embajada De Taiwan",2550,,"pdf",1
1237,"Kenia Lezcano","Ministerio de la Presidencia","perú","-10:-76'","822.64",,1200,,"no",0
1238,"Kenia Lezcano","Ministerio de la Presidencia","perú","-10:-76'","822.64",,1200,,"no",0
1474,"Kenia Porcell","Ministerio de Seguridad Pública","estados unidos de américa","39,828175:-98,5795'",,"Convenio Marco",1800,,"no",0
3003,"Keren Batista","MICI","perú","-10:-76'",,,400,,"no",0
2831,"Kharen Rodriguez","MOP","honduras","15:-86,5'",,"Invitación",,"B/.375.00 (25% establecido por Ley)","detalle",1
3142,"Kiara Diaz","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Ops/oms",400,,"no",0
2442,"Krissel Sandoval","Ministerio del Ambiente","argentina","-34:-64'",,,500,,"no",0
122,"Krizia Matthews","MICI","kenia","1:38'","1863.5",,5400,,"pdf",1
1894,"Lady Palacios","Ministerio del Ambiente","méxico","23:-102'",,,420,,"no",0
928,"Laiza Johnson","MIDES","república dominicana","19:-70,666667'",,"Convenio Marco",735,,"no",0
1239,"Laura Godoy","Ministerio de la Presidencia",,,"1179.4",,,,"no",0
582,"Laura Pérez","MEF","estados unidos de américa","39,828175:-98,5795'","582.3",,540,,"no",0
3141,"Laura Solis","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Ops/oms",400,,"no",0
255,"Ledys Díaz","MITRADEL","perú","-10:-76'","479.14",,1200,,"pdf",1
2326,"Lelys Rodríguez","Ministerio del Ambiente","argentina","-34:-64'",,,3510,,"no",0
2002,"Lenisel Saavedra","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,2100,,"no",0
1763,"Lenisel Saavedra","Ministerio del Ambiente","méxico","23:-102'",700,,1050,,"no",0
1940,"Lenisel Saavedra","Ministerio del Ambiente","perú","-10:-76'",628,,1750,,"no",0
130,"Leonardo Uribe","MICI","colombia","4:-72'",,,400,,"pdf",1
2983,"Leonardo Uribe","MICI","suiza","47:8'",,,1650,,"no",0
104,"Leonardo Uribe","MICI","suiza","47:8'","816.32",,4200,,"pdf",1
1583,"Leoncio Pardo","Ministerio de Seguridad Pública","república dominicana","19:-70,666667'",,"Convenio Marco",2400,,"no",0
801,"Leonel Linares","MEF","argentina","-34:-64'","1868.6",,2250,,"no",0
2746,"Leopoldo Quinzada","MITRADEL","corea del sur","37:127,5'",,,3400,,"no",0
296,"Leopoldo Quinzada","MITRADEL","corea del sur","37:127,5'",,"Todos Los Pasajes Aéreos Fueron Pagados Por La Agencia De Cooperación Internacional De Corea ( Koica)",3400,,"pdf",1
2464,"Leovigildo Vargas","Ministerio del Ambiente","costa rica","10:-84'",,,300,,"no",0
1241,"Lesbia Aldeano","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","1370.86",,2000,,"no",0
2939,"Lesbia Mojica","MINSA","ecuador","-2:-77,5'",,"Cubierto Por Unfpa",420,,"pdf",1
1247,"Lesly Salmeron","Ministerio de la Presidencia","argentina","-34:-64'",,,1800,,"no",0
1242,"Lesly Salmeron","Ministerio de la Presidencia","chile","-30:-71'","1494.86",,3600,,"no",0
1245,"Lesly Salmeron","Ministerio de la Presidencia","españa","40:-4'","818.47",,4200,,"no",0
1243,"Lesly Salmeron","Ministerio de la Presidencia","guatemala","15,5:-90,25'","1237.7",,1050,,"no",0
1246,"Lesly Salmeron","Ministerio de la Presidencia","puerto rico","18,2482882:-66,4998941'","988.56",,3000,,"no",0
1244,"Lesly Salmeron","Ministerio de la Presidencia","uruguay","-33:-56'","1296.1",,1200,,"no",0
1854,"Leticia Samaniego","Ministerio del Ambiente","argentina","-34:-64'",,,675,,"no",0
1824,"Leticia Samaniego","Ministerio del Ambiente","cuba","22:-79,5'",,,,,"no",0
2093,"Leticia Samaniego","Ministerio del Ambiente","qatar","25,5:51,25'",,,7800,,"no",0
1647,"Leticia Samaniego","Ministerio del Ambiente","rusia","60:100'",,,9600,,"no",0
3010,"Leyda Aparicio","MICI","estados unidos de américa","39,828175:-98,5795'","763.49",,3000,,"no",0
105,"Leyda Aparicio","MICI","irlanda","53:-8'","1207.15",,3600,,"pdf",1
2697,"Leydis Martínez","MITRADEL","corea del sur","37:127,5'",,,2415,,"no",0
939,"Liane Ortega","MIDES","méxico","23:-102'",,"Convenio Marco Y Pnud",270,,"no",0
1249,"Lideika Espinosa","Ministerio de la Presidencia","costa rica","10:-84'","483.99",,1200,,"no",0
1248,"Lideika Espinosa","Ministerio de la Presidencia","méxico","23:-102'",952,,1750,,"no",0
1240,"Lideika Espinosa","Ministerio de la Presidencia","república dominicana","19:-70,666667'","1086.3",,1600,,"no",0
650,"Lidia Acosta","MEF","estados unidos de américa","39,828175:-98,5795'","664.7",,1350,,"no",0
1250,"Ligia De Landau","Ministerio de la Presidencia","méxico","23:-102'","1544.32",,2450,,"no",0
1251,"Ligia De Landau","Ministerio de la Presidencia","perú","-10:-76'","861.14",,1200,,"no",0
825,"Lili-ann Núñez","MEF","italia","42,833333:12,833333'","1483.62",,2100,,"no",0
32,"Lilia Sanchez","MINSA","austria","47,333333:13,333333'",,"Cubierto Por La Oficina De Las Naciones Unidas Contra La Droga Y El Delito",720,,"detalle",1
2635,"Liliana Santamaria","MINSA","costa rica","10:-84'",,"Cubierto Por El Instituto Conmemorativo Gorgas",1050,,"no",0
2582,"Liliana Vargas","MINSA","españa","40:-4'",,"Cubierto Por El Minsa",3000,,"no",0
390,"Liliane Valdes","MINSA","el salvador","13,833333:-88,916667'",,,300,,"si",1
1633,"Lilibeth Barba","Ministerio del Ambiente","costa rica","10:-84'",,,1155,,"no",0
2873,"Lilibeth Castillo","MEF","españa","40:-4'",,,2520,,"informe",1
3007,"Linda Castillo","MICI","guatemala","15,5:-90,25'","730.1",,800,,"no",0
3082,"Linda Castillo","MICI","honduras","15:-86,5'","624.4",,1200,,"no",0
3062,"Linda Castillo","MICI","honduras","15:-86,5'","682.96",,1200,,"no",0
161,"Linda Castillo","MICI","nicaragua","13:-85'","790.68",,800,,"pdf",1
3023,"Linda Castillo","MICI","suiza","47:8'","1207.05",,3000,,"no",0
106,"Linda Castillo","MICI","suiza","47:8'",,,1050,,"pdf",1
2789,"Linda Iglesias","MOP","nicaragua","13:-85'",,"Invitación",,"315.00 (30% establecido por Ley)","detalle",1
2825,"Linda Iglesias","MOP","república dominicana","19:-70,666667'",,"Invitación",,"630.00 (30% establecido por Ley)","detalle",1
2805,"Linda Iglesias","MOP","el salvador","13,833333:-88,916667'",,"Invitación",,"B/.210.00 (30% establecido por Ley)","detalle",1
2828,"Linda Iglesias","MOP","japón","36:138'",,"Invitación",,"B/.2100.00 (25% establecido por Ley)","detalle",1
2832,"Linda Iglesias","MOP","honduras","15:-86,5'",,"Invitación",,"B/.375.00 (25% establecido por Ley)","detalle",1
2801,"Linda Iglesias","MOP","argentina","-34:-64'",1490,,3150,,"detalle",1
2792,"Linda Iglesias","MOP","guatemala","15,5:-90,25'",,"Cancillería De Mexico Pago El Pasaje",700,,"detalle",1
718,"Linda Pérez","MEF","costa rica","10:-84'","593.27",,700,,"no",0
1957,"Lineth Arcia","Ministerio del Ambiente","cuba","22:-79,5'",,,315,,"no",0
2051,"Lineth Arcia","Ministerio del Ambiente","kenia","1:38'",,,,,"no",0
1757,"Lineth Arcia","Ministerio del Ambiente","méxico","23:-102'",,,315,,"no",0
1706,"Lineth Arcia","Ministerio del Ambiente","nairobi","#N/A",,,1260,,"no",0
1904,"Lineth Arcia","Ministerio del Ambiente","tailandia","15:100'",,,4200,,"no",0
1930,"Lineth Arcia","Ministerio del Ambiente","tailandia","15:100'",,,4200,,"no",0
1771,"Lineth Arcia","Ministerio del Ambiente","taiwan","24:121'",,,1260,,"no",0
2004,"Lineth Arcia","Ministerio del Ambiente",,,,,420,,"no",0
2846,"Lineth Serrano","MEF","estados unidos de américa","39,828175:-98,5795'","840.6",,1125,,"informe",1
1665,"Lionel Quiróz","Ministerio del Ambiente","costa rica","10:-84'",,,,,"no",0
1679,"Lionel Quiróz","Ministerio del Ambiente","costa rica","10:-84'",,,,,"no",0
1917,"Lionel Quiróz","Ministerio del Ambiente","costa rica","10:-84'",,,1400,,"no",0
2182,"Lionso Solís","Ministerio del Ambiente","australia","-25:135'",,,,,"no",0
2820,"Lisa Kam","MOP","colombia","4:-72'","396.6",,1600,,"detalle",1
2870,"Lisamarie Escudero","MEF","estados unidos de américa","39,828175:-98,5795'","585.01",,1800,,"informe",1
1941,"Lisbeth Carreiro","Ministerio del Ambiente","perú","-10:-76'",628,,1750,,"no",0
2587,"Lissete Chang","MINSA","guatemala","15,5:-90,25'",,"Viáticos Al 30% 315.00",,"Cubierto por NASTAD","no",0
3091,"Lissete Chang","MINSA","república dominicana","19:-70,666667'",,"Cubierto Por La Division Global De Vih Y Tuberculosis De Lso Centros Para El Control Y Prevencion De Enfermedades (cdc) Oficina Regional Para Centroamerica",400,,"no",0
2041,"Lisseth Rodriguez","Ministerio del Ambiente","costa rica","10:-84'",,,,,"no",0
1252,"Lissette Lopez","Ministerio de la Presidencia","italia","42,833333:12,833333'","1433.22",,2100,,"no",0
2486,"Lissette Trejos","Ministerio del Ambiente","argentina","-34:-64'",,,500,,"no",0
2529,"Lissette Trejos","Ministerio del Ambiente","colombia","4:-72'",,,500,,"no",0
2516,"Lissette Trejos","Ministerio del Ambiente","méxico","23:-102'",,,600,,"no",0
107,"Lissette Wheattey","MICI","holanda","52,5:5,75'","977.1",,3600,,"pdf",1
1718,"Lissy Tapia","Ministerio del Ambiente","colombia","4:-72'",,,420,,"no",0
1700,"Lissy Tapia","Ministerio del Ambiente","méxico","23:-102'",,,420,,"no",0
1671,"Lissy Tapia","Ministerio del Ambiente","nicaragua","13:-85'",,,420,,"no",0
463,"Liza Lay","MINSA","austria","47,333333:13,333333'",,"Cubierto Por Oiea",2100,,"si",1
413,"Liza Lay","MINSA","austria","47,333333:13,333333'",,,1050,,"si",1
2940,"Liza Lay","MINSA","guatemala","15,5:-90,25'",,"Cubierto Por Oiea",420,,"pdf",1
3081,"Lizamor César","MICI","honduras","15:-86,5'","597.7",,1600,,"no",0
3048,"Lizamor César","MICI","honduras","15:-86,5'","758.7",,800,,"no",0
3071,"Lizamor César","MICI","suiza","47:8'","844.02",,4800,,"no",0
89,"Lizbeth Alfonso","MIVIOT","colombia","4:-72'",,"Sufragado Por Tecnasa",525,,"no",0
407,"Lizbeth Cerezo","MINSA","colombia","4:-72'",,,500,,"si",1
2780,"Lizbeth Cerezo","MINSA","colombia","4:-72'",,"Cubierto Por Ops/oms",600,,"detalle",1
363,"Lizbeth Cerezo","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Se-comisca",300,,"si",1
886,"Lizi Rose","MEF","estados unidos de américa","39,828175:-98,5795'","1021.7",,2700,,"no",0
1253,"Lohanniz Gaitan","Ministerio de la Presidencia","israel","31,5:34,75'","2667.72",,5700,,"no",0
891,"Lorena Barroso","MEF","españa","40:-4'","1391.24",,4200,,"no",0
1258,"Lorena De Varela","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","7053.04",,,,"no",0
1255,"Lorena De Varela","Ministerio de la Presidencia","francia","46:2'","3229.41",,,,"no",0
1257,"Lorena De Varela","Ministerio de la Presidencia","polonia","52:20'","6179.64",,,,"no",0
1254,"Lorena De Varela","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","1284.05",,,,"no",0
1256,"Lorena De Varela","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","2271.76",,,,"no",0
388,"Lorena Merlo","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Ops/oms",400,,"si",1
1259,"Lorena Peña","Ministerio de la Presidencia",,,"704.33",,,,"no",0
2034,"Lorena Pinzón","Ministerio del Ambiente","argentina","-34:-64'",,,405,,"no",0
3150,"Lorena Rojas","MINSA","méxico","23:-102'",,"Cubierto Por La Ops/oms Y La Amexic",500,,"no",0
1734,"Lorena Vanegas","Ministerio del Ambiente","chile","-30:-71'",,,540,,"no",0
1852,"Lorena Vanegas","Ministerio del Ambiente","nicaragua","13:-85'",,,630,,"no",0
2021,"Lourdes Adames","Ministerio del Ambiente","argentina","-34:-64'",,,2700,,"no",0
2023,"Lourdes Adames","Ministerio del Ambiente","costa rica","10:-84'",,,420,,"no",0
1946,"Lourdes Adames","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,630,,"no",0
1260,"Lourdes Almengor","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",,,2250,,"no",0
756,"Lourdes Arjona","MEF","colombia","4:-72'",435,,,,"no",0
1261,"Lourdes Contreras","Ministerio de la Presidencia","el salvador","13,833333:-88,916667'","222.23",,1200,,"no",0
3172,"Lourdes Garcia","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Se-comisca",300,,"no",0
2978,"Lourdes Garcia","MINSA","estados unidos de américa","39,828175:-98,5795'",,"Cubierto Por Ops/oms",500,,"pdf",1
2936,"Lourdes Garcia","MINSA","italia","42,833333:12,833333'",,"Cubierto Por Sanofi Pasteur",1080,,"pdf",1
213,"Lourdes Garcia","MINSA","méxico","23:-102'",,"Cubierto Por Tephinet",735,,"pdf",1
3164,"Lourdes Garcia","MINSA","nicaragua","13:-85'",,"Cubierto Por La Ops/oms",300,,"no",0
2592,"Lourdes López","MINSA","perú","-10:-76'",,"Viáticos Al 30% 315.00",,"Cubierto por el Banco Mundial WSP","no",0
4,"Lourdes López","MINSA","honduras","15:-86,5'","462.97",,1050,,"detalle",1
3154,"Lourdes López","MINSA","nicaragua","13:-85'",,"Cubierto Por Ops/oms",1200,,"no",0
2787,"Lourdes Moreno","MINSA","colombia","4:-72'",,"Depto. De Estado Y Embajada De Estado Unidos En Bogota",300,,"detalle",1
458,"Lourdes Moreno","MINSA","costa rica","10:-84'",,"Cubierto Por Ops/oms",400,,"si",1
3094,"Lourdes Moreno","MINSA","uruguay","-33:-56'",,"Cubierto Por El Hospital De Niños De San Jose De Costa",400,,"no",0
2205,"Lourdes Ubide","Ministerio del Ambiente","chile","-30:-71'",,,2700,,"no",0
2222,"Lourdes Ubide","Ministerio del Ambiente","chile","-30:-71'",,,2700,,"no",0
34,"Lourdes Villareal De Loré","MIVIOT","el salvador","13,833333:-88,916667'",,"Sufragado Por El Evento",525,,"no",0
33,"Lourdes Villareal De Loré","MIVIOT","guatemala","15,5:-90,25'",,"Sufragado Por El Evento",525,,"no",0
2818,"Lucas Cabarcos","MOP","china","35:105'",,"Invitación",,"B/.3780.00 (30% establecido por Ley)","detalle",1
1644,"Lucía Chandeck","Ministerio del Ambiente","brasil","-10:-55'",,,,,"no",0
1620,"Lucía Chandeck","Ministerio del Ambiente","cuba","22:-79,5'",,,,,"no",0
1272,"Lucila Vernon","Ministerio de la Presidencia","república dominicana","19:-70,666667'","622.65",,,,"no",0
1268,"Lucila Vernon","Ministerio de la Presidencia","alemania","51,5:10,5'","1971.48",,2700,,"no",0
1264,"Lucila Vernon","Ministerio de la Presidencia","cuba","22:-79,5'",1094,,1800,,"no",0
1270,"Lucila Vernon","Ministerio de la Presidencia","ecuador","-2:-77,5'",,,800,,"no",0
1263,"Lucila Vernon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","406.76",,1000,,"no",0
1267,"Lucila Vernon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","1210.36",,2000,,"no",0
1269,"Lucila Vernon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","1298.86",,2025,,"no",0
1271,"Lucila Vernon","Ministerio de la Presidencia","francia","46:2'","1760.34",,2100,,"no",0
1262,"Lucila Vernon","Ministerio de la Presidencia","japón","36:138'","2223.31",,3600,,"no",0
1265,"Lucila Vernon","Ministerio de la Presidencia","polonia","52:20'","2728.53",,6000,,"no",0
1266,"Lucila Vernon","Ministerio de la Presidencia","república dominicana","19:-70,666667'","916.2",,1600,,"no",0
2304,"Lucrecia Quintero","Ministerio del Ambiente","brasil","-10:-55'",,,450,,"no",0
108,"Luigi González","MICI","grecia","39:22'","1608.55",,4800,,"pdf",1
854,"Luigi Rivas","MEF","españa","40:-4'",,,2520,,"no",0
2762,"Luis Carles","MITRADEL","corea del sur","37:127,5'",,,1200,,"no",0
313,"Luis Carles","MITRADEL","corea del sur","37:127,5'",,601973,3400,,"pdf",1
286,"Luis Carles","MITRADEL","costa rica","10:-84'",,"Cubierto Por La Oit",250,,"pdf",1
2675,"Luis Carles","MITRADEL","estados unidos de américa","39,828175:-98,5795'",,,2800,,"no",0
259,"Luis Carles","MITRADEL","méxico","23:-102'","2138.96",,800,,"pdf",1
2711,"Luis Carles","MITRADEL","suiza","47:8'",,,3000,,"no",0
2736,"Luis Carles","MITRADEL","suiza","47:8'",,,3600,,"no",0
234,"Luis Carles","MITRADEL","suiza","47:8'","4139.3",,4200,,"pdf",1
1802,"Luis Delgado","Ministerio del Ambiente","nicaragua","13:-85'",,,315,,"no",0
522,"Luis Fasano","AIG","españa","40:-4'","1849.17",,3500,,"no",0
3030,"Luis Garrido","MICI","corea del sur","37:127,5'","1577.52",,4800,,"no",0
123,"Luis Garrido","MICI","corea del sur","37:127,5'","2945.48",,5400,,"pdf",1
3037,"Luis Garrido","MICI","costa rica","10:-84'","726.94",,1600,,"no",0
3079,"Luis Garrido","MICI","honduras","15:-86,5'","537.7",,2400,,"no",0
3047,"Luis Garrido","MICI","honduras","15:-86,5'","758.7",,800,,"no",0
135,"Luis Garrido","MICI","nicaragua","13:-85'","496.74",,1200,,"pdf",1
153,"Luis Garrido","MICI","nicaragua","13:-85'","745.37",,1600,,"pdf",1
351,"Luis Guerrero","MINSA","méxico","23:-102'",,"Cubierto Por Oiea",500,,"si",1
1742,"Luis Lamboglia","Ministerio del Ambiente","ecuador","-2:-77,5'",700,,1400,,"no",0
2450,"Luis Lezcano","Ministerio del Ambiente","colombia","4:-72'",,,2800,,"no",0
824,"Luis Llorente","MEF","italia","42,833333:12,833333'","1483.62",,2100,,"no",0
760,"Luis Ocando*","MEF","colombia","4:-72'","1215.56",,350,,"no",0
2599,"Luis Palma","MINSA","el salvador","13,833333:-88,916667'",,"Viáticos 30% 420.00",,"Cubierto por La Dirección Nacional de Medicamentos de El Salvador COFEPRIS y AMEXCID","no",0
3140,"Luis Pineda","MINSA","nicaragua","13:-85'",,"Cubierto Por Ops/oms",400,,"no",0
2795,"Luis Prestan","MOP","costa rica","10:-84'",,"Invitación",,"315.00 (30% establecido por Ley)","detalle",1
1557,"Luis Quiroz","Ministerio de Seguridad Pública","perú","-10:-76'",,"Convenio Marco",2400,,"no",0
109,"Luis Rojer","MICI","francia","46:2'","1845.99",,2400,,"pdf",1
124,"Luis Rojer","MICI","perú","-10:-76'",1900,,1200,,"pdf",1
2992,"Luis Rojer","MICI","uruguay","-33:-56'","898.31",,1600,,"no",0
2994,"Luis Rojer","MICI","venezuela","8:-66'",2050,,1500,,"no",0
893,"Luis Santos","MEF","españa","40:-4'","1391.24",,4200,,"no",0
2607,"Luis Vega","MINSA","suiza","47:8'",,"Viático Completo 3000.00",,"Cubierto por el Organizador del evento","no",0
2610,"Luis Vega","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Se-comisca",,"Viatico al 30% 420.00","no",0
2924,"Luis Vega","MINSA","argentina","-34:-64'",1585,,1925,,"pdf",1
2580,"Luis Vega","MINSA","estados unidos de américa","39,828175:-98,5795'",,"Cubierto Por El Minsa",2700,,"no",0
208,"Luis Vega","MINSA","estados unidos de américa","39,828175:-98,5795'","563.5",,2250,,"pdf",1
1693,"Luis Vega","Ministerio del Ambiente","honduras","15:-86,5'",,,1575,,"no",0
2615,"Luis Vega","MINSA","italia","42,833333:12,833333'",,"Cubierto Por El Minsa",3000,,"no",0
25,"Luz Lasso","MINSA","argentina","-34:-64'",1585,,2250,,"detalle",1
3097,"Luz Lasso","MINSA","colombia","4:-72'",,"Cubrira La Ops/oms",300,,"no",0
699,"Lydia Clark","MEF","canadá","60:-96'",,,810,,"no",0
