"ID","nombrecompleto","INSTITUCION","Pais","LatLong","CostoPasajes","costoNota","CostoViaticos","ViaticosNota","INFORME","informeNumber"
1866,"Eddy Arcia","Ministerio del Ambiente","chile","-30:-71'",,,810,,"no",0
2165,"Eddy Arcia","Ministerio del Ambiente","colombia","4:-72'",,,210,,"no",0
1981,"Eddy Arcia","Ministerio del Ambiente","colombia","4:-72'",,,315,,"no",0
2288,"Eddy Arcia","Ministerio del Ambiente","costa rica","10:-84'",,,210,,"no",0
2496,"Eder Cedeño","Ministerio del Ambiente","costa rica","10:-84'",,,2400,,"no",0
2953,"Edgar Agames","MINSA","cuba","22:-79,5'","1365.69",,800,,"pdf",1
3101,"Edgar Agames","MINSA","méxico","23:-102'",,"Cubierto Por La Ops/oms",400,,"no",0
120,"Edgar Arias","MICI","chile","-30:-71'",,,500,,"pdf",1
1624,"Edgar Chacón","Ministerio del Ambiente","costa rica","10:-84'",,,525,,"no",0
2744,"Edgar D'angelo","MITRADEL","corea del sur","37:127,5'",,,3400,,"no",0
294,"Edgar D'angelo","MITRADEL","corea del sur","37:127,5'",,"Todos Los Pasajes Aéreos Fueron Pagados Por La Agencia De Cooperación Internacional De Corea ( Koica)",3400,,"pdf",1
280,"Edgar D'angelo","MITRADEL","españa","40:-4'",,"Los Pasajes Aéreos Fueron Cubiertos Por El Ministerio De Empleo Y Seguridad Social De España",1260,,"pdf",1
261,"Edgar D'angelo","MITRADEL","italia","42,833333:12,833333'","1237.39",,2520,,"pdf",1
230,"Edgar D'angelo","MITRADEL","nicaragua","13:-85'","766.83",,800,,"pdf",1
328,"Edgar D'angelo","MITRADEL","suiza","47:8'","920.94",,9000,,"pdf",1
2569,"Edgar Dominguez","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Aemps",420,,"no",0
2632,"Edgar Dominguez","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Cofepris",525,,"no",0
2661,"Edgar Dominguez","MINSA","guatemala","15,5:-90,25'",,"Cubierto Por El Minsa",1400,,"no",0
2465,"Edgar Morales","Ministerio del Ambiente","costa rica","10:-84'",,,300,,"no",0
2494,"Edgar Morales","Ministerio del Ambiente","costa rica","10:-84'",,,2400,,"no",0
2087,"Edgar Murillo","Ministerio del Ambiente","colombia","4:-72'",,,315,,"no",0
2520,"Edgar Murillo","Ministerio del Ambiente","corea del sur","37:127,5'",,,2250,,"no",0
1071,"Edgar Ovalle","Ministerio de la Presidencia",,,"542.2",,,,"no",0
493,"Edgar Rodriguez","AIG","colombia","4:-72'",,"Cubierto Por Comité Organizador",315,,"no",0
484,"Edgar Rodriguez","AIG","el salvador","13,833333:-88,916667'",,"Cubierto Por Comité Organizador",210,,"no",0
512,"Edgar Tejada","AIG","estados unidos de américa","39,828175:-98,5795'","1237.6",,,30376,"no",0
529,"Edgar Tejada","AIG","estados unidos de américa","39,828175:-98,5795'",,"Cubierto Por El Comité Organizador",375,,"no",0
1581,"Edgardo Hurtado","Ministerio de Seguridad Pública","estados unidos de américa","39,828175:-98,5795'",,"Convenio Marco",4500,,"no",0
91,"Edgardo Jaén","MIVIOT","colombia","4:-72'",,"Sufragado Por Tecnasa",525,,"no",0
2255,"Edgardo Ortega","Ministerio del Ambiente","colombia","4:-72'",,,1400,,"no",0
2638,"Edgardo Villalobos","MINSA","costa rica","10:-84'",,"Cubierto Por El Instituto Conmemorativo Gorgas",1050,,"no",0
222,"Edgardo Villalobos","MINSA","suiza","47:8'","1294.53",,4200,,"pdf",1
2543,"Edgardo Villalobos","MINSA","uruguay","-33:-56'",,"Cubierto Por La Compañía Clermans.A.",420,,"no",0
895,"Edilberto Rivera","MEF","españa","40:-4'","1217.29",,4200,,"no",0
3066,"Edith Cajar","MICI","el salvador","13,833333:-88,916667'",,,200,,"no",0
1863,"Ednadelis Flores","Ministerio del Ambiente","belice","17,25:-88,75'",,,420,,"no",0
1735,"Ednadelis Flores","Ministerio del Ambiente","costa rica","10:-84'",,,315,,"no",0
1754,"Ednadelis Flores","Ministerio del Ambiente","costa rica","10:-84'",,,1365,,"no",0
1935,"Ednadelis Flores","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,315,,"no",0
2009,"Ednadelis Flores","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,315,,"no",0
1933,"Ednadelis Flores","Ministerio del Ambiente","honduras","15:-86,5'",,,945,,"no",0
900,"Edson Da Luz","MEF","república dominicana","19:-70,666667'","1167.7",,,,"no",0
1072,"Eduardo Batista","Ministerio de la Presidencia","cuba","22:-79,5'","1100.09",,875,,"no",0
1073,"Eduardo Batista","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",,,625,,"no",0
1074,"Eduardo Batista","Ministerio de la Presidencia","suiza","47:8'","1505.48",,1800,,"no",0
476,"Eduardo Briceño","AIG","inglaterra","54:-4'",,"Pagado Por La Empresa Smart",4200,,"no",0
491,"Eduardo Briceño","AIG","perú","-10:-76'","643.78",,700,,"no",0
490,"Eduardo Briceño","AIG","república dominicana","19:-70,666667'",,"Cubierto Por Comité Organizador",105,,"no",0
486,"Eduardo Briceño","AIG","rusia","60:100'","2325.45",,2400,,"no",0
3173,"Eduardo Castillo","MINSA","colombia","4:-72'",,"Cubierto Por Invima",200,,"no",0
453,"Eduardo Castillo","MINSA","guatemala","15,5:-90,25'",,"Cubierto Por Ops/oms",2400,,"si",1
480,"Eduardo Jaen","AIG","españa","40:-4'",,"Pagado A Través De Cathalac",3500,,"no",0
481,"Eduardo Jaen","AIG","estados unidos de américa","39,828175:-98,5795'",,"Pagado A Través De Cathalac",1650,,"no",0
2916,"Eduardo Navalo","MINSA","brasil","-10:-55'",,"Cubierto Por Ops/oms",540,,"pdf",1
3021,"Eduardo Palacios","MICI","trinidad y tobago","11:-61'",1009,,1600,,"no",0
853,"Eduardo Quirós","MEF","españa","40:-4'",,,2520,,"no",0
2437,"Eduardo Villar","Ministerio del Ambiente","china","35:105'",,,3450,,"no",0
1075,"Edwin Castellanos","Ministerio de la Presidencia",,,"1179.4",,,,"no",0
700,"Efraín Garrido","MEF","canadá","60:-96'",,,810,,"no",0
785,"Efraín Garrido","MEF","colombia","4:-72'","580.69",,2100,,"no",0
862,"Efraín Garrido","MEF","ecuador","-2:-77,5'","1336.77",,1050,,"no",0
604,"Efraín Garrido","MEF","guatemala","15,5:-90,25'",,,420,,"no",0
1496,"Efrain Villalobos","Ministerio de Seguridad Pública","méxico","23:-102'",,"Convenio Marco",2000,,"no",0
2609,"Eira Caballero","MINSA","brasil","-10:-55'",,"Cubierto Por Ministerio De Salud De Brasil",,"Viáticos al 30% 540.00","no",0
2651,"Eira Caballero","MINSA","estados unidos de américa","39,828175:-98,5795'",,"Cubierto Por El Bid",405,,"no",0
202,"Eira Caballero","MINSA","guatemala","15,5:-90,25'",,"Cubierto Por Incap",210,,"pdf",1
2898,"Eira Caballero","MINSA","guatemala","15,5:-90,25'",,"Cubierto Por Ops/oms",300,,"pdf",1
3086,"Ela Jaén","MICI","emiratos arabes unidos","24:54'","1770.2",,3600,,"no",0
2262,"Elba Cortés","Ministerio del Ambiente","canadá","60:-96'",,,900,,"no",0
2153,"Elba Cortés","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,210,,"no",0
2321,"Elba Cortés","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,210,,"no",0
2212,"Elba Cortés","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",,,540,,"no",0
2223,"Elba Cortés","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",,,540,,"no",0
2375,"Elba Cortés","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,315,,"no",0
2512,"Elba Cortés","Ministerio del Ambiente","méxico","23:-102'",,,200,,"no",0
527,"Elbis Flores","AIG","chile","-30:-71'","1030.5",,1500,,"no",0
465,"Elda Velarde","MINSA","barbados","13,166667:-59,533333'",,"Cubierto Por Ops/oms",300,,"si",1
429,"Elda Velarde","MINSA","colombia","4:-72'",,"Cubierto Por Ministerio De Salud Y Proteccion Social De Colombia",400,,"si",1
2542,"Elda Velarde","MINSA","uruguay","-33:-56'",,"Cubierto Por La Compañía Clermans.A.",420,,"no",0
1850,"Elia Aviles","Ministerio del Ambiente","colombia","4:-72'",,,525,,"no",0
1819,"Elia Aviles","Ministerio del Ambiente","cuba","22:-79,5'",,,,,"no",0
2075,"Elia Guerra","Ministerio del Ambiente","alemania","51,5:10,5'",,,,,"no",0
2032,"Elia Guerra","Ministerio del Ambiente","alemania","51,5:10,5'",,,1440,,"no",0
2013,"Elia Guerra","Ministerio del Ambiente","colombia","4:-72'",,,315,,"no",0
2060,"Elia Guerra","Ministerio del Ambiente","colombia","4:-72'",,,420,,"no",0
1900,"Elia Guerra","Ministerio del Ambiente","costa rica","10:-84'",,,,,"no",0
1931,"Elia Guerra","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,,,"no",0
2031,"Elia Guerra","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",,,1800,,"no",0
2050,"Elia Guerra","Ministerio del Ambiente","kenia","1:38'",,,,,"no",0
1889,"Elia Guerra","Ministerio del Ambiente","perú","-10:-76'",,,,,"no",0
2062,"Elia Guerra","Ministerio del Ambiente","perú","-10:-76'",,,315,,"no",0
1890,"Elia Guerra","Ministerio del Ambiente","polonia","52:20'",,,1080,,"no",0
1962,"Elia Guerra","Ministerio del Ambiente","polonia","52:20'",,,10800,,"no",0
1899,"Elia Guerra","Ministerio del Ambiente","república dominicana","19:-70,666667'",,,,,"no",0
1077,"Elio Rivera","Ministerio de la Presidencia","argentina","-34:-64'","2295.68",,2250,,"no",0
1079,"Elio Rivera","Ministerio de la Presidencia","colombia","4:-72'","792.2",,1000,,"no",0
1080,"Elio Rivera","Ministerio de la Presidencia","colombia","4:-72'","1142.1",,1000,,"no",0
1076,"Elio Rivera","Ministerio de la Presidencia","cuba","22:-79,5'","871.11",,875,,"no",0
1078,"Elio Rivera","Ministerio de la Presidencia","taiwan","24:121'","2561.27",,3600,,"no",0
696,"Elisa Castillo","MEF","guatemala","15,5:-90,25'",,,315,,"no",0
2726,"Elisa Suarez","MITRADEL","suiza","47:8'",,,4800,,"no",0
2044,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",,,,,"no",0
2487,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",,,1200,,"no",0
1915,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",,,1400,,"no",0
2309,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",,,1750,,"no",0
2499,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",,,2400,,"no",0
1817,"Elizabeth Clarke","Ministerio del Ambiente","cuba","22:-79,5'",,,,,"no",0
1081,"Elizabeth Gonzalez","Ministerio de la Presidencia","argentina","-34:-64'","2775.43",,2700,,"no",0
1082,"Elizabeth Gonzalez","Ministerio de la Presidencia","méxico","23:-102'","1544.32",,2450,,"no",0
884,"Elka Peralta","MEF","estados unidos de américa","39,828175:-98,5795'","1176.8",,2700,,"no",0
2888,"Eloisa Dutari","MEF","uruguay","-33:-56'","1397.8",,2000,,"informe",1
1083,"Eloy Espinosa","Ministerio de la Presidencia","perú","-10:-76'","1359.64",,,,"no",0
571,"Eloy Fisher","MEF","corea del sur","37:127,5'",,,1260,,"no",0
601,"Eloy Fisher","MEF","inglaterra","54:-4'","2039.56",,1800,,"no",0
2910,"Elsa Arenas","MINSA","emiratos arabes unidos","24:54'",,"Cubierto Por Ncd Alliance",900,,"pdf",1
2902,"Elsa Arenas","MINSA","estados unidos de américa","39,828175:-98,5795'",,"Cubierto Por Ops/oms",405,,"pdf",1
420,"Elsa Arenas","MINSA","guatemala","15,5:-90,25'",,"Cubierto Por Centro De Salud Global Del Instituto Nacional De L Cancer",400,,"si",1
2897,"Elsa Arenas","MINSA","suiza","47:8'","1147.52",,3000,,"pdf",1
2964,"Elsa Jara","MINSA","austria","47,333333:13,333333'","1491.31",,6600,,"pdf",1
2755,"Elvia Flores","MITRADEL","corea del sur","37:127,5'",,,3400,,"no",0
305,"Elvia Flores","MITRADEL","corea del sur","37:127,5'",,"Todos Los Pasajes Aéreos Fueron Pagados Por La Agencia De Cooperación Internacional De Corea ( Koica)",3400,,"pdf",1
808,"Elvia González","MEF","argentina","-34:-64'","1125.21",,2250,,"no",0
752,"Elvia González","MEF","chile","-30:-71'","1176.7",,2250,,"no",0
1675,"Emet Herrera","Ministerio del Ambiente","brasil","-10:-55'",900,,810,,"no",0
2322,"Emet Herrera","Ministerio del Ambiente","colombia","4:-72'",,,630,,"no",0
762,"Emilio Espino","MEF","el salvador","13,833333:-88,916667'","661.09",,2100,,"no",0
829,"Emilio Espino","MEF","el salvador","13,833333:-88,916667'","674.58",,2100,,"no",0
876,"Emilio Espino","MEF","el salvador","13,833333:-88,916667'","739.82",,2100,,"no",0
683,"Emilio Espino","MEF","guatemala","15,5:-90,25'","786.7",,2100,,"no",0
724,"Emilio Espino","MEF","guatemala","15,5:-90,25'","786.7",,2100,,"no",0
647,"Emilio Espino","MEF","guatemala","15,5:-90,25'",990,,1400,,"no",0
538,"Emilio Espino","MEF","nicaragua","13:-85'","443.46",,1400,,"no",0
98,"Emilio Saavedra","MICI","costa rica","10:-84'",,,600,,"pdf",1
2245,"Emilio Sempris","Ministerio del Ambiente","alemania","51,5:10,5'",,,3600,,"no",0
2382,"Emilio Sempris","Ministerio del Ambiente","alemania","51,5:10,5'",,,4200,,"no",0
2111,"Emilio Sempris","Ministerio del Ambiente","belice","17,25:-88,75'",,,360,,"no",0
2261,"Emilio Sempris","Ministerio del Ambiente","canadá","60:-96'",,,2000,,"no",0
2433,"Emilio Sempris","Ministerio del Ambiente","canadá","60:-96'",,,2400,,"no",0
2517,"Emilio Sempris","Ministerio del Ambiente","canadá","60:-96'",,,2400,,"no",0
2260,"Emilio Sempris","Ministerio del Ambiente","corea del sur","37:127,5'",,,1140,,"no",0
2303,"Emilio Sempris","Ministerio del Ambiente","corea del sur","37:127,5'",,,2400,,"no",0
2128,"Emilio Sempris","Ministerio del Ambiente","corea del sur","37:127,5'",,,3500,,"no",0
2216,"Emilio Sempris","Ministerio del Ambiente","costa rica","10:-84'",,,240,,"no",0
2300,"Emilio Sempris","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,240,,"no",0
2259,"Emilio Sempris","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",,,1000,,"no",0
2275,"Emilio Sempris","Ministerio del Ambiente","francia","46:2'",,,1800,,"no",0
2302,"Emilio Sempris","Ministerio del Ambiente","francia","46:2'",,,1800,,"no",0
2392,"Emilio Sempris","Ministerio del Ambiente","francia","46:2'",,,10200,,"no",0
2244,"Emilio Sempris","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,240,,"no",0
2458,"Emilio Sempris","Ministerio del Ambiente","guatemala","15,5:-90,25'",,,375,,"no",0
2199,"Emilio Sempris","Ministerio del Ambiente","perú","-10:-76'",,,4800,,"no",0
2215,"Emilio Sempris","Ministerio del Ambiente","suiza","47:8'",,,6000,,"no",0
690,"Enielka Petrocelli","MEF","estados unidos de américa","39,828175:-98,5795'","926.4",,2700,,"no",0
1577,"Enrique Villavicencio","Ministerio de Seguridad Pública","perú","-10:-76'",,"Convenio Marco",2400,,"no",0
867,"Erasmo Cedeño","MEF","chile","-30:-71'","1881.61",,900,,"no",0
906,"Erasmo Cedeño","MEF","estados unidos de américa","39,828175:-98,5795'","1523.86",,2000,,"no",0
771,"Erasmo Cedeño","MEF","méxico","23:-102'",,,315,,"no",0
1611,"Eric Carrion","Ministerio de Seguridad Pública","paraguay","-22,993333:-57,996389'",,"Convenio Marco",1600,,"no",0
2598,"Eric Conte","MINSA","el salvador","13,833333:-88,916667'",,"Viáticos 30% 420.00",,"Cubierto por La Dirección Nacional de Medicamentos de El Salvador COFEPRIS y AMEXCID","no",0
528,"Eric Espino","AIG","chile","-30:-71'","1030.5",,1500,,"no",0
1542,"Eric Lopez","Ministerio de Seguridad Pública","perú","-10:-76'",,"Convenio Marco",2400,,"no",0
1572,"Eric Lopez","Ministerio de Seguridad Pública","perú","-10:-76'",,"Convenio Marco",2400,,"no",0
2280,"Eric Núñez","Ministerio del Ambiente","cuba","22:-79,5'",,,2100,,"no",0
2402,"Eric Núñez","Ministerio del Ambiente","nicaragua","13:-85'",,,600,,"no",0
769,"Eric Ríos","MEF","colombia","4:-72'","335.91",,1050,,"no",0
795,"Eric Ríos","MEF","estados unidos de américa","39,828175:-98,5795'",,,2250,,"no",0
921,"Eric Ríos","MEF","estados unidos de américa","39,828175:-98,5795'","694.86",,3000,,"no",0
559,"Eric Ríos","MEF","estados unidos de américa","39,828175:-98,5795'","736.7",,2700,,"no",0
881,"Eric Ríos","MEF","estados unidos de américa","39,828175:-98,5795'","1176.8",,2700,,"no",0
637,"Eric Ríos","MEF","inglaterra","54:-4'","1381.52",,4200,,"no",0
544,"Eric Ríos","MEF","perú","-10:-76'","518.38",,1050,,"no",0
1920,"Eric Rodríguez","Ministerio del Ambiente","alemania","51,5:10,5'",,,2340,,"no",0
1892,"Eric Rodríguez","Ministerio del Ambiente","brasil","-10:-55'",,,540,,"no",0
1755,"Eric Rodríguez","Ministerio del Ambiente","costa rica","10:-84'",,,420,,"no",0
1961,"Eric Rodríguez","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,315,,"no",0
2241,"Eric Rodríguez","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,420,,"no",0
1646,"Eric Rodríguez","Ministerio del Ambiente","honduras","15:-86,5'",,,,,"no",0
1991,"Eric Rodríguez","Ministerio del Ambiente","honduras","15:-86,5'",,,525,,"no",0
1875,"Eric Rodríguez","Ministerio del Ambiente","méxico","23:-102'",,,315,,"no",0
2106,"Eric Rodríguez","Ministerio del Ambiente","méxico","23:-102'",,,315,,"no",0
1697,"Eric Rodríguez","Ministerio del Ambiente","nicaragua","13:-85'",,,420,,"no",0
1686,"Eric Rodríguez","Ministerio del Ambiente","nicaragua","13:-85'",,,525,,"no",0
1630,"Eric Rodríguez","Ministerio del Ambiente","paraguay","-22,993333:-57,996389'",,,525,,"no",0
1556,"Eric Rodríguez","Ministerio de Seguridad Pública","perú","-10:-76'",,"Convenio Marco",2400,,"no",0
1862,"Eric Rodríguez","Ministerio del Ambiente","qatar","25,5:51,25'",,,3060,,"no",0
2036,"Eric Rodríguez","Ministerio del Ambiente","república dominicana","19:-70,666667'",,,420,,"no",0
3170,"Eric Ulloa","MINSA","china","35:105'",,"Cubierto Por El Gobierno De La Rep. De China(taiwan)",1050,,"no",0
2907,"Eric Ulloa","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Comisca",315,,"pdf",1
2925,"Eric Ulloa","MINSA","españa","40:-4'",,"Cubierto Por El Bid",1080,,"pdf",1
2652,"Eric Ulloa","MINSA","estados unidos de américa","39,828175:-98,5795'",,"Cubierto Por El Bid",405,,"no",0
20,"Eric Ulloa","MINSA","honduras","15:-86,5'","462.97",,1050,,"detalle",1
383,"Eric Ulloa","MINSA","honduras","15:-86,5'",,"Cubierto De Comisca",375,,"si",1
2892,"Eric Ulloa","MINSA","honduras","15:-86,5'",,"Cubierto Por Comisca",100,,"pdf",1
7,"Eric Ulloa","MINSA","méxico","23:-102'",,"Cubierto Por Unfpa",525,,"detalle",1
1084,"Erick Barrios","Ministerio de la Presidencia","cuba","22:-79,5'","870.04",,1050,,"no",0
1087,"Erick Barrios","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'","1450.02",,2000,,"no",0
1085,"Erick Barrios","Ministerio de la Presidencia","japón","36:138'",,,300,,"no",0
1086,"Erick Barrios","Ministerio de la Presidencia","japón","36:138'","4637.04",,3000,,"no",0
2758,"Erick Grajales","MITRADEL","corea del sur","37:127,5'",,,3400,,"no",0
308,"Erick Grajales","MITRADEL","corea del sur","37:127,5'",,"Todos Los Pasajes Aéreos Fueron Pagados Por La Agencia De Cooperación Internacional De Corea ( Koica)",3400,,"pdf",1
791,"Erick Ortega","MEF","argentina","-34:-64'","1256.68",,2700,,"no",0
1090,"Ericka De Villatoro","Ministerio de la Presidencia",,,"940.12",,,,"no",0
1091,"Ericka Gonzalez","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",,,450,,"no",0
1088,"Ericka Gonzalez","Ministerio de la Presidencia","guatemala","15,5:-90,25'",,,250,,"no",0
1089,"Ericka Gonzalez","Ministerio de la Presidencia","japón","36:138'",,,2450,,"no",0
2282,"Erika De León","Ministerio del Ambiente","uruguay","-33:-56'",,,630,,"no",0
2819,"Erika Saldaña","MOP","china","35:105'",,"Invitación",,"1800.00 (30% establecido por Ley)","detalle",1
817,"Erlyn Santana","MEF","bolivia","-17:-65'","1151.37",,1400,,"no",0
864,"Erlyn Santana","MEF","costa rica","10:-84'","588.08",,2450,,"no",0
574,"Erlyn Santana","MEF","ecuador","-2:-77,5'","975.61",,1050,,"no",0
834,"Erlyn Santana","MEF","el salvador","13,833333:-88,916667'",,,700,,"no",0
899,"Erlyn Santana","MEF","estados unidos de américa","39,828175:-98,5795'","540.76",,1500,,"no",0
212,"Ermila Osorio","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Se-comisca",,"B/420.00","pdf",1
2546,"Ermila Osorio","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Se-comisca",210,,"no",0
2921,"Ermila Osorio","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Comisca",420,,"pdf",1
396,"Ermila Osorio","MINSA","guatemala","15,5:-90,25'",,,300,,"si",1
475,"Ermila Osorio","MINSA","nicaragua","13:-85'",,"Cubierto Por Se-comisca",300,,"si",1
1092,"Ernesto Lobo","Ministerio de la Presidencia","costa rica","10:-84'","734.93",,,,"no",0
1093,"Ernesto Tristan","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",,,2250,,"no",0
2469,"Erwin Romero","Ministerio del Ambiente","méxico","23:-102'",,,700,,"no",0
704,"Esilda De Medina","MEF","brasil","-10:-55'",,,1890,,"no",0
1612,"Esperanza Gonzalez","Ministerio de Seguridad Pública","santo domingo","#N/A",,"Convenio Marco",2400,,"no",0
2418,"Esquivel Ramírez","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",,,5500,,"no",0
2435,"Esquivel Ramírez","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",,,5500,,"no",0
3016,"Essie Mastellari","MICI","españa","40:-4'","1192.08",,3600,,"no",0
3002,"Essie Mastellari","MICI","estados unidos de américa","39,828175:-98,5795'","401.91",,2000,,"no",0
2893,"Esteban Ortiz","MINSA","méxico","23:-102'",,"Cubierto Por Laboratorios Bayer Health Care",200,,"pdf",1
1964,"Esteban Pérez","Ministerio del Ambiente","bolivia","-17:-65'",,,630,,"no",0
2817,"Estela De La Guardia","MOP","holanda","52,5:5,75'",,,,"B/.900.00 (30% establecido por Ley)","detalle",1
2791,"Estela De La Guardia","MOP","inglaterra","54:-4'",,"Invitación",,"B/.900.00 (30% establecido por Ley)","detalle",1
2058,"Etmara Donoso","Ministerio del Ambiente","colombia","4:-72'",,,1400,,"no",0
716,"Etzel Pallares","MEF","estados unidos de américa","39,828175:-98,5795'","648.2",,1350,,"no",0
1095,"Euclides Deago","Ministerio de la Presidencia","el salvador","13,833333:-88,916667'","222.33",,1200,,"no",0
183,"Eufracio Centella","MIDES","argentina","-34:-64'",1500,,900,,"pdf",1
806,"Euribiades Cano","MEF","argentina","-34:-64'","1143.83",,1350,,"no",0
712,"Euribiades Cano","MEF","chile","-30:-71'",,,540,,"no",0
470,"Eusebia Calderon","MINSA","méxico","23:-102'",,"Cubierto Por Ops/oms",300,,"si",1
1883,"Eustorgio Jaén","Ministerio del Ambiente","alemania","51,5:10,5'",,,720,,"no",0
2319,"Eustorgio Jaén","Ministerio del Ambiente","colombia","4:-72'",,,420,,"no",0
1776,"Eustorgio Jaén","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",,,315,,"no",0
807,"Eva Muñoz","MEF","argentina","-34:-64'","1143.83",,2250,,"no",0
2347,"Eva Valdés","Ministerio del Ambiente","méxico","23:-102'",,,3150,,"no",0
742,"Evelin Rodríguez","MEF","colombia","4:-72'",,,,,"no",0
835,"Evelyn Cooban","MEF","francia","46:2'","1345.54",,4200,,"no",0
660,"Evelyn Cooban","MEF","francia","46:2'","1741.12",,3000,,"no",0
561,"Evelyn Escobar","MEF","brasil","-10:-55'",,,1755,,"no",0
2011,"Evelyn Garcia","Ministerio del Ambiente","costa rica","10:-84'",,,735,,"no",0
2456,"Evelyn Montero","Ministerio del Ambiente","china","35:105'",,,3600,,"no",0
728,"Eyda Varela","MEF","australia","-25:135'","15578.5",,5400,,"no",0
622,"Eyda Varela","MEF","chile","-30:-71'","2008.1",,1650,,"no",0
686,"Eyda Varela","MEF","colombia","4:-72'","1624.6",,1200,,"no",0
641,"Eyda Varela","MEF","costa rica","10:-84'","1360.43",,800,,"no",0
767,"Eyda Varela","MEF","ecuador","-2:-77,5'",1573,,1200,,"no",0
556,"Eyda Varela","MEF","estados unidos de américa","39,828175:-98,5795'","1352.72",,1100,,"no",0
629,"Eyda Varela","MEF","estados unidos de américa","39,828175:-98,5795'",2176,,1500,,"no",0
912,"Eyda Varela","MEF","estados unidos de américa","39,828175:-98,5795'","2665.56",,2400,,"no",0
688,"Eyda Varela","MEF","estados unidos de américa","39,828175:-98,5795'",2945,,3000,,"no",0
820,"Eyda Varela","MEF","francia","46:2'","4350.75",,4800,,"no",0
577,"Eyda Varela","MEF","francia","46:2'","5253.4",,6300,,"no",0
633,"Eyda Varela","MEF","honduras","15:-86,5'","1376.8",,1200,,"no",0
890,"Eyda Varela","MEF","nicaragua","13:-85'","1620.73",,1000,,"no",0
812,"Eyda Varela","MEF","perú","-10:-76'","1773.44",,1600,,"no",0
2166,"Eysel Castillo","Ministerio del Ambiente","honduras","15:-86,5'",,,630,,"no",0
2786,"Ezequiel Meneses","MINSA","colombia","4:-72'",,"Cubierto Por Ops/oms",600,,"detalle",1
563,"Fabián Baeza","MEF","colombia","4:-72'","752.6",,2800,,"no",0
587,"Fabián Baeza","MEF","españa","40:-4'","1417.04",,5400,,"no",0
599,"Fabián Baeza","MEF","estados unidos de américa","39,828175:-98,5795'",895,,3150,,"no",0
726,"Fabio Bedoya","MEF","el salvador","13,833333:-88,916667'",,,315,,"no",0
2856,"Fabio Bedoya","MEF","guatemala","15,5:-90,25'",,,525,,"informe",1
2853,"Fabio Bedoya","MEF","nicaragua","13:-85'",,,315,,"informe",1
679,"Fabio Bedoya","MEF","perú","-10:-76'",,,315,,"no",0
595,"Fabio Bedoya","MEF","uruguay","-33:-56'",,,420,,"no",0
268,"Fabricio Pinzón","MITRADEL","perú","-10:-76'",,"Los Pasaje Aéreos Fueron Cubiertos Por La Oficina Internacional Del Trabajo Sial/oit",525,,"pdf",1
3145,"Fania Roach","MINSA","bélgica","50,833333:4'",,"Cubierto Por Eu-lac Health",450,,"no",0
2909,"Fania Roach","MINSA","colombia","4:-72'",,"Cubierto Por La Ops/oms",525,,"pdf",1
2945,"Fania Roach","MINSA","colombia","4:-72'",,"Cubierto Por Ops/oms",525,,"pdf",1
389,"Fania Roach","MINSA","el salvador","13,833333:-88,916667'",,"Cubierto Por Ops/oms",400,,"si",1
391,"Fanny Castañeda","MINSA","costa rica","10:-84'",,,600,,"si",1
2586,"Fanny Castillo","MINSA","méxico","23:-102'",,"Viáticos Al 30% 840.00",,"Cubierto por la Secretaría de Obras y Servicios Urbanos de México","no",0
2759,"Fátima Díaz","MITRADEL","corea del sur","37:127,5'",,,3400,,"no",0
