"ID","nombrecompleto","INSTITUCION","Pais","LatLong","ano","CostoPasajes","CostoViaticos","informeNumber"
2683,"Abdiel Bethancourt","MITRADEL","honduras","15:-86,5'",2015,,1260,"No"
2684,"María De León","MITRADEL","italia","42,833333:12,833333'",2015,,2520,"No"
2685,"Nohely Nieto","MITRADEL","italia","42,833333:12,833333'",2015,,2520,"No"
2686,"Alberto Lo Polito","MITRADEL","italia","42,833333:12,833333'",2015,,2520,"No"
2687,"Magsanda Abrego","MITRADEL","argentina","-34:-64'",2015,,2295,"No"
2688,"Zulphy Santamaría","MITRADEL","suiza","47:8'",2015,,6400,"No"
2689,"Rorix Núñez","MITRADEL","suiza","47:8'",2015,,6400,"No"
2690,"Rafael Chavarría","MITRADEL","suiza","47:8'",2015,,6400,"No"
2691,"Alejandro Mendoza","MITRADEL","suiza","47:8'",2015,,5400,"No"
2692,"Zulphy Santamaría","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2693,"Yara González","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2694,"Gerardo Guerrel","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2695,"Hernando Rodríguez","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2696,"Denis Montenegro","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2697,"Leydis Martínez","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2698,"Astrid Castroverde","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2699,"Yulissa Herrera","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2700,"Carlos Núñez","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2701,"Ángel Martínez","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2702,"Rutilio González","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2703,"Vielka Vigil","MITRADEL","corea del sur","37:127,5'",2015,,2415,"No"
2704,"Rorix Núñez","MITRADEL","colombia","4:-72'",2015,,1400,"No"
2705,"Nohely Nieto","MITRADEL","argentina","-34:-64'",2015,,540,"No"
2706,"Vielka Vigil","MITRADEL","costa rica","10:-84'",2015,,315,"No"
2707,"Magsanda Abrego","MITRADEL","costa rica","10:-84'",2015,,315,"No"
2708,"Alexa Espino","MITRADEL","costa rica","10:-84'",2015,,315,"No"
2709,"Hernando Rodríguez","MITRADEL","turquía","39,059012:34,911546'",2015,,1080,"No"
2710,"Denis Montenegro","MITRADEL","turquía","39,059012:34,911546'",2015,,1080,"No"
2711,"Luis Carles","MITRADEL","suiza","47:8'",2015,,3000,"No"
2712,"Rorix Núñez","MITRADEL","suiza","47:8'",2015,,3000,"No"
2713,"Yanileth Cedeño","MITRADEL","argentina","-34:-64'",2015,,540,"No"
2714,"Zulphy Santamaría","MITRADEL","colombia","4:-72'",2015,,800,"No"
2715,"Rorix Núñez","MITRADEL","colombia","4:-72'",2015,,700,"No"
2716,"Alexa Espino","MITRADEL","colombia","4:-72'",2015,,1400,"No"
2717,"Cecilio Cedalise","MITRADEL","colombia","4:-72'",2015,,1400,"No"
2718,"Aurelio Linero","MITRADEL","colombia","4:-72'",2015,,1400,"No"
2719,"Rafael Chavarría","MITRADEL","colombia","4:-72'",2015,,1400,"No"
2720,"Beatriz Manzur","MITRADEL","colombia","4:-72'",2015,,1400,"No"
2721,"Santiago Sanford","MITRADEL","colombia","4:-72'",2015,,1400,"No"
2722,"Fernando García","MITRADEL","costa rica","10:-84'",2015,,1750,"No"
2723,"Beatriz Manzur","MITRADEL","bélgica","50,833333:4'",2015,,3000,"No"
2724,"Rorix Núñez","MITRADEL","suiza","47:8'",2015,,9600,"No"
2725,"Marixenia Álvarez","MITRADEL","suiza","47:8'",2015,,9600,"No"
2726,"Elisa Suarez","MITRADEL","suiza","47:8'",2015,,4800,"No"
2727,"Aurelio Linero","MITRADEL","suiza","47:8'",2015,,9600,"No"
2728,"Juan Ledezma","MITRADEL","suiza","47:8'",2015,,9600,"No"
2729,"Miriam Figueroa","MITRADEL","suiza","47:8'",2015,,9600,"No"
2730,"Gabriel Castillo","MITRADEL","suiza","47:8'",2015,,9600,"No"
2731,"Mario Sánchez","MITRADEL","suiza","47:8'",2015,,9600,"No"
2732,"Aniano Pinzón","MITRADEL","suiza","47:8'",2015,,9600,"No"
2733,"Abdiel Bethancourt","MITRADEL","suiza","47:8'",2015,,9600,"No"
2734,"Yara González","MITRADEL","suiza","47:8'",2015,,4800,"No"
2735,"Delfina Vidal","MITRADEL","suiza","47:8'",2015,,4800,"No"
2736,"Luis Carles","MITRADEL","suiza","47:8'",2015,,3600,"No"
2737,"Cecilio Cedalise","MITRADEL","suiza","47:8'",2015,,3600,"No"
2738,"Zulphy Santamaría","MITRADEL","méxico","23:-102'",2015,,800,"No"
2739,"Yatlin Ramos","MITRADEL","brasil","-10:-55'",2015,,540,"No"
2740,"Rolando Fuentes","MITRADEL","italia","42,833333:12,833333'",2015,,2520,"No"
2741,"María De León","MITRADEL","colombia","4:-72'",2015,,1050,"No"
2742,"Daniel Quezada","MITRADEL","costa rica","10:-84'",2015,,630,"No"
2743,"Fernando García","MITRADEL","costa rica","10:-84'",2015,,1050,"No"
2744,"Edgar D'angelo","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2745,"Josthyn Flores","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2746,"Leopoldo Quinzada","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2747,"Francisco Ortiz","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2748,"Alejandro Lasso","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2749,"Roberto Jiménez","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2750,"Belkis Oberto","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2751,"Carlos Nieto","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2752,"Aracelis Guardia","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2753,"Ángel Valdespino","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2754,"Antonio Corro","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2755,"Elvia Flores","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2756,"Pierre Fontane","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2757,"Manuel Rodríguez","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2758,"Erick Grajales","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2759,"Fátima Díaz","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2760,"Andy Monrroy","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2761,"Melissa Sanjur","MITRADEL","corea del sur","37:127,5'",2015,,3400,"No"
2762,"Luis Carles","MITRADEL","corea del sur","37:127,5'",2015,,1200,"No"
2763,"Martiniano Higüero","MITRADEL","corea del sur","37:127,5'",2015,,2100,"No"
2764,"Rorix Núñez","MITRADEL","colombia","4:-72'",2015,,1750,"No"
2765,"María Ordoñez","MITRADEL","colombia","4:-72'",2015,,1750,"No"
2766,"Carlos Núñez","MITRADEL","colombia","4:-72'",2015,,1750,"No"
2767,"Alexa Espino","MITRADEL","costa rica","10:-84'",2015,,1820,"No"
2768,"Itza Mosca","MINSA","paraguay","-22,993333:-57,996389'",2016,,500,"Si"
2769,"Cecilio Tejeira","MINSA","estados unidos de américa","39,828175:-98,5795'",2016,,500,"Si"
2770,"Monica Diaz","MINSA","perú","-10:-76'",2016,,400,"Si"
2771,"Rosa Montero","MINSA","perú","-10:-76'",2016,,400,"Si"
2772,"Nadja Porcel","MINSA","méxico","23:-102'",2016,"1545.39",2400,"Si"
2773,"Isabel Lloyd","MINSA","nicaragua","13:-85'",2016,,400,"Si"
2774,"Maritza Nieto","MINSA","nicaragua","13:-85'",2016,,400,"Si"
2775,"Melva Cruz","MINSA","chile","-30:-71'",2016,,500,"Si"
2776,"Zereth Torres","MINSA","nicaragua","13:-85'",2016,"612.56",1200,"Si"
2777,"Miguel Mayo","MINSA","el salvador","13,833333:-88,916667'",2016,"1196.03",1000,"Si"
2778,"Mayra Botacio","MINSA","austria","47,333333:13,333333'",2016,,600,"Si"
2779,"Niurka Gonzalez","MINSA","austria","47,333333:13,333333'",2016,,600,"Si"
2780,"Lizbeth Cerezo","MINSA","colombia","4:-72'",2016,,600,"Si"
2781,"Carlos Victoria","MINSA","colombia","4:-72'",2016,,600,"Si"
2782,"Jorge Ruiz","MINSA","colombia","4:-72'",2016,,600,"Si"
2783,"Carmela Jackman","MINSA","colombia","4:-72'",2016,,600,"Si"
2784,"Justo Arrocha","MINSA","colombia","4:-72'",2016,,600,"Si"
2785,"Pablo Cosio","MINSA","colombia","4:-72'",2016,,600,"Si"
2786,"Ezequiel Meneses","MINSA","colombia","4:-72'",2016,,600,"Si"
2787,"Lourdes Moreno","MINSA","colombia","4:-72'",2016,,300,"Si"
2788,"Reina Roa","MINSA","méxico","23:-102'",2016,,600,"Si"
2789,"Linda Iglesias","MOP","nicaragua","13:-85'",2014,,,"Si"
2790,"Marietta Jaen","MOP","singapur","1,366667:103,8'",2014,7556,4900,"Si"
2791,"Estela De La Guardia","MOP","inglaterra","54:-4'",2015,,,"Si"
2792,"Linda Iglesias","MOP","guatemala","15,5:-90,25'",2015,,700,"Si"
2793,"Carlos Jaen","MOP","costa rica","10:-84'",2015,,,"Si"
2794,"Nubia Del Carmen","MOP","costa rica","10:-84'",2015,,,"Si"
2795,"Luis Prestan","MOP","costa rica","10:-84'",2015,,,"Si"
2796,"Crys Camaño","MOP","costa rica","10:-84'",2015,,,"Si"
2797,"Max Cedeño","MOP","costa rica","10:-84'",2015,,,"Si"
2798,"Jaime Abadia","MOP","costa rica","10:-84'",2015,,,"Si"
2799,"Irene Brostella","MOP","china","35:105'",2015,,,"Si"
2800,"Marietta Jaen","MOP","estados unidos de américa","39,828175:-98,5795'",2015,1960,500,"Si"
2801,"Linda Iglesias","MOP","argentina","-34:-64'",2015,1490,3150,"Si"
2802,"Ramon Arosemena","MOP","españa","40:-4'",2015,"6772.41",4200,"Si"
2803,"Pacifico Chung","MOP","china","35:105'",2015,,,"Si"
2804,"Ramon Arosemena","MOP","estados unidos de américa","39,828175:-98,5795'",2015,"2305.48",1000,"Si"
2805,"Linda Iglesias","MOP","el salvador","13,833333:-88,916667'",2015,,,"Si"
2806,"Porfirio Rangel","MOP","el salvador","13,833333:-88,916667'",2015,,,"Si"
2807,"Porfirio Rangel","MOP","el salvador","13,833333:-88,916667'",2016,,,"Si"
2808,"Pacifico Chung","MOP","nicaragua","13:-85'",2014,,,"Si"
2809,"Irene Brostella","MOP","singapur","1,366667:103,8'",2014,5101,4200,"Si"
2810,"Ramon Arosemena","MOP","españa","40:-4'",2014,3336,2800,"Si"
2811,"Irving Villarreal","MOP","méxico","23:-102'",2014,"700.75",1400,"Si"
2812,"Pacifico Chung","MOP","costa rica","10:-84'",2015,"510.88",1050,"Si"
2813,"Yaribel Ruiz","MOP","francia","46:2'",2015,2196,2400,"Si"
2814,"Pacifico Chung","MOP","china","35:105'",2015,2763,1500,"Si"
2815,"Ramon Arosemena","MOP","guatemala","15,5:-90,25'",2015,,800,"Si"
2816,"Irving Villarreal","MOP","guatemala","15,5:-90,25'",2015,697,700,"Si"
2817,"Estela De La Guardia","MOP","holanda","52,5:5,75'",2015,,,"Si"
2818,"Lucas Cabarcos","MOP","china","35:105'",2015,,,"Si"
2819,"Erika Saldaña","MOP","china","35:105'",2015,,,"Si"
2820,"Lisa Kam","MOP","colombia","4:-72'",2016,"396.6",1600,"Si"
2821,"Renza De Sánchez","MOP","colombia","4:-72'",2016,"396.6",1600,"Si"
2822,"Alba Bravo","MOP","costa rica","10:-84'",2016,"501.09",1600,"Si"
2823,"Porfirio Rangel","MOP","el salvador","13,833333:-88,916667'",2016,,,"Si"
2824,"Guelfi Jean","MOP","el salvador","13,833333:-88,916667'",2016,,,"Si"
2825,"Linda Iglesias","MOP","república dominicana","19:-70,666667'",2015,,,"Si"
2826,"Guelfi Jean","MOP","el salvador","13,833333:-88,916667'",2015,,,"Si"
2827,"Guelfi Jean","MOP","el salvador","13,833333:-88,916667'",2016,,,"Si"
2828,"Linda Iglesias","MOP","japón","36:138'",2016,,,"Si"
2829,"Marietta Jaen","MOP","japón","36:138'",2016,"266.99",5600,"Si"
2830,"Ramon Arosemena","MOP","japón","36:138'",2016,"266.99",5600,"Si"
2831,"Kharen Rodriguez","MOP","honduras","15:-86,5'",2016,,,"Si"
2832,"Linda Iglesias","MOP","honduras","15:-86,5'",2016,,,"Si"
2833,"Max Cedeño","MOP","costa rica","10:-84'",2016,"584.55",3200,"Si"
2834,"Yamileth Diaz","MOP","costa rica","10:-84'",2016,"584.55",3200,"Si"
2835,"Cristobal Madrid","MOP","costa rica","10:-84'",2016,"584.55",3200,"Si"
2836,"Carlos Santos","MOP","costa rica","10:-84'",2016,,,"Si"
2837,"Porfirio Rangel","MOP","costa rica","10:-84'",2016,,,"Si"
2838,"Saul Jordan","MOP","costa rica","10:-84'",2016,,,"Si"
2839,"Dulcidio De La Guardia","MEF","costa rica","10:-84'",2015,"1360.43",800,"Si"
2840,"Homero Sealy","MEF","chile","-30:-71'",2015,1273,1350,"Si"
2841,"Iván Zarak","MEF","japón","36:138'",2015,6193,5400,"Si"
2842,"Dulcidio De La Guardia","MEF","japón","36:138'",2015,"7560.34",6000,"Si"
2843,"Sandra Siu","MEF","japón","36:138'",2015,"3559.02",6000,"Si"
2844,"Nicolasa Chavarría","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"705.8",1125,"Si"
2845,"Vivian Valdés","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"840.6",1125,"Si"
2846,"Lineth Serrano","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"840.6",1125,"Si"
2847,"Dulcidio De La Guardia","MEF","estados unidos de américa","39,828175:-98,5795'",2015,,300,"Si"
2848,"Iván Zarak","MEF","venezuela","8:-66'",2015,"1453.6",400,"Si"
2849,"Martha De González","MEF","guatemala","15,5:-90,25'",2015,,210,"Si"
2850,"Iván Zarak","MEF","méxico","23:-102'",2015,"1705.27",800,"Si"
2851,"Ricardo Zubieta","MEF","méxico","23:-102'",2015,"746.57",700,"Si"
2852,"Dulcidio De La Guardia","MEF","inglaterra","54:-4'",2015,10650,6600,"Si"
2853,"Fabio Bedoya","MEF","nicaragua","13:-85'",2015,,315,"Si"
2854,"Adalina Campos","MEF","costa rica","10:-84'",2015,"769.63",700,"Si"
2855,"Carla Vásquez","MEF","paraguay","-22,993333:-57,996389'",2015,,315,"Si"
2856,"Fabio Bedoya","MEF","guatemala","15,5:-90,25'",2015,,525,"Si"
2857,"Karen López","MEF","república dominicana","19:-70,666667'",2015,,315,"Si"
2858,"Víctor Medina","MEF","república dominicana","19:-70,666667'",2015,"1242.5",1750,"Si"
2859,"Ivette Macías","MEF","república dominicana","19:-70,666667'",2015,"673.44",2450,"Si"
2860,"Anadela Del Cid","MEF","república dominicana","19:-70,666667'",2015,"673.44",2450,"Si"
2861,"Jessica Sicilia","MEF","república dominicana","19:-70,666667'",2015,"673.44",2450,"Si"
2862,"Jacqueline Espinosa","MEF","república dominicana","19:-70,666667'",2015,"993.9",2450,"Si"
2863,"Karen López","MEF","el salvador","13,833333:-88,916667'",2015,,315,"Si"
2864,"Christian Arrocha","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"1063.92",1800,"Si"
2865,"Dulcidio De La Guardia","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"1902.51",4000,"Si"
2866,"Iván Zarak","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"3021.61",500,"Si"
2867,"Dulcidio De La Guardia","MEF","perú","-10:-76'",2015,"1989.93",2000,"Si"
2868,"Gustavo Valderrama","MEF","perú","-10:-76'",2015,"599.37",1750,"Si"
2869,"Yasbeck Ramos","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"585.01",1800,"Si"
2870,"Lisamarie Escudero","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"585.01",1800,"Si"
2871,"Dulcidio De La Guardia","MEF","estados unidos de américa","39,828175:-98,5795'",2015,"2382.22",1500,"Si"
2872,"Clifford Green","MEF","perú","-10:-76'",2015,"670.71",1750,"Si"
2873,"Lilibeth Castillo","MEF","españa","40:-4'",2015,,2520,"Si"
2874,"Miguel Jaén","MEF","españa","40:-4'",2015,,2520,"Si"
2875,"Juan Sánchez","MEF","españa","40:-4'",2015,,2520,"Si"
2876,"Dulcidio De La Guardia","MEF","estados unidos de américa","39,828175:-98,5795'",2015,,300,"Si"
2877,"Javier Rodríguez","MEF","suiza","47:8'",2015,"1290.36",4200,"Si"
2878,"Yessica Araúz","MEF","españa","40:-4'",2016,"1391.34",4200,"Si"
2879,"David Hidalgo","MEF","españa","40:-4'",2016,"1391.34",4200,"Si"
2880,"Juana Montero","MEF","españa","40:-4'",2016,"1391.34",4200,"Si"
2881,"Patricia Castillo","MEF","españa","40:-4'",2016,"1391.34",4200,"Si"
2882,"Jecenia Sosa","MEF","españa","40:-4'",2016,"1391.34",4200,"Si"
2883,"Aixa Jaramillo","MEF","españa","40:-4'",2016,"1217.29",4200,"Si"
2884,"Omar Miranda","MEF","españa","40:-4'",2016,"1217.29",4200,"Si"
2885,"Ivellise Bonilla","MEF","francia","46:2'",2016,"1232.21",4200,"Si"
2886,"Homero Sealy","MEF","nicaragua","13:-85'",2016,"421.23",2400,"Si"
2887,"Mirna Chung","MEF","colombia","4:-72'",2016,"580.4",600,"Si"
2888,"Eloisa Dutari","MEF","uruguay","-33:-56'",2016,"1397.8",2000,"Si"
2889,"María Rodríguez","MEF","guatemala","15,5:-90,25'",2016,,200,"Si"
2890,"Martín Barciela","MEF","francia","46:2'",2016,"1661.84",2400,"Si"
2891,"Ixchel Carrasquilla","MINSA","honduras","15:-86,5'",2016,"376.67",2400,"Si"
2892,"Eric Ulloa","MINSA","honduras","15:-86,5'",2016,,100,"Si"
2893,"Esteban Ortiz","MINSA","méxico","23:-102'",2016,,200,"Si"
2894,"Zereth Torres","MINSA","honduras","15:-86,5'",2016,"376.67",2000,"Si"
2895,"Zereth Torres","MINSA","estados unidos de américa","39,828175:-98,5795'",2016,"1039.16",3000,"Si"
2896,"Itza Barahona","MINSA","suiza","47:8'",2016,"1688.51",3000,"Si"
2897,"Elsa Arenas","MINSA","suiza","47:8'",2016,"1147.52",3000,"Si"
2898,"Eira Caballero","MINSA","guatemala","15,5:-90,25'",2016,,300,"Si"
2899,"Carlos Lopez","MINSA","nicaragua","13:-85'",2016,,400,"Si"
2900,"Oderay Gonzalez","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,405,"Si"
2901,"Ruben Pecchio","MINSA","austria","47,333333:13,333333'",2015,,900,"Si"
2902,"Elsa Arenas","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,405,"Si"
2903,"Carlos Peralta","MINSA","perú","-10:-76'",2015,"877.9",2100,"Si"
2904,"Jorge Perez","MINSA","perú","-10:-76'",2015,"877.9",2100,"Si"
2905,"Hermelinda Rodriguez","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"Si"
2906,"Zaida Reina","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,405,"Si"
2907,"Eric Ulloa","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"Si"
2908,"Temistocles Diaz","MINSA","argentina","-34:-64'",2015,,2000,"Si"
2909,"Fania Roach","MINSA","colombia","4:-72'",2015,,525,"Si"
2910,"Elsa Arenas","MINSA","emiratos arabes unidos","24:54'",2015,,900,"Si"
2911,"Mabel Bernal","MINSA","república dominicana","19:-70,666667'",2015,,525,"Si"
2912,"Carlos Galvez","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,540,"Si"
2913,"Julio Castillo","MINSA","perú","-10:-76'",2015,,420,"Si"
2914,"Iritzel Santamaria","MINSA","suiza","47:8'",2015,"1961.69",2400,"Si"
2915,"Ilse Santos","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"Si"
2916,"Eduardo Navalo","MINSA","brasil","-10:-55'",2015,,540,"Si"
2917,"Israel Cedeño","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,810,"Si"
2918,"Natasha Dormoi","MINSA","suiza","47:8'",2015,,900,"Si"
2919,"Felix Stanziola","MINSA","brasil","-10:-55'",2015,,405,"Si"
2920,"Juan Gomez","MINSA","el salvador","13,833333:-88,916667'",2015,,420,"Si"
2921,"Ermila Osorio","MINSA","el salvador","13,833333:-88,916667'",2015,,420,"Si"
2922,"Arquimedes Berroa","MINSA","uruguay","-33:-56'",2015,,3150,"Si"
2923,"Alvaro Lozano","MINSA","argentina","-34:-64'",2015,1585,1925,"Si"
2924,"Luis Vega","MINSA","argentina","-34:-64'",2015,1585,1925,"Si"
2925,"Eric Ulloa","MINSA","españa","40:-4'",2015,,1080,"Si"
2926,"Genevieve Epailly","MINSA","colombia","4:-72'",2015,,315,"Si"
2927,"Natasha Dormoi","MINSA","brasil","-10:-55'",2015,,675,"Si"
2928,"Cecilio Tejeira","MINSA","brasil","-10:-55'",2015,,675,"Si"
2929,"Miguel Mayo","MINSA","taiwan","24:121'",2015,,3600,"Si"
2930,"Celia Luque","MINSA","taiwan","24:121'",2015,,3600,"Si"
2931,"Jaime Velez","MINSA","uruguay","-33:-56'",2015,,420,"Si"
2932,"Yoani Gonzalez","MINSA","uruguay","-33:-56'",2015,,420,"Si"
2933,"Aurelio Nuñez","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"Si"
2934,"Jazmin Higuera","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"Si"
2935,"Maria Esquivel","MINSA","holanda","52,5:5,75'",2015,,900,"Si"
2936,"Lourdes Garcia","MINSA","italia","42,833333:12,833333'",2015,,1080,"Si"
2937,"Jesica Candanedo","MINSA","costa rica","10:-84'",2015,,420,"Si"
2938,"Aurelio Nuñez","MINSA","el salvador","13,833333:-88,916667'",2015,,630,"Si"
2939,"Lesbia Mojica","MINSA","ecuador","-2:-77,5'",2015,,420,"Si"
2940,"Liza Lay","MINSA","guatemala","15,5:-90,25'",2015,,420,"Si"
2941,"Zereth Torres","MINSA","el salvador","13,833333:-88,916667'",2015,"739.82",1750,"Si"
2942,"Ixchel Carrasquilla","MINSA","el salvador","13,833333:-88,916667'",2015,"663.85",2100,"Si"
2943,"Aracelis Arosemena","MINSA","el salvador","13,833333:-88,916667'",2015,"739.82",2100,"Si"
2944,"Ricardo Goti","MINSA","nicaragua","13:-85'",2015,,210,"Si"
2945,"Fania Roach","MINSA","colombia","4:-72'",2015,,525,"Si"
2946,"Jaime Paolo","MINSA","perú","-10:-76'",2015,,315,"Si"
2947,"Justina Suman","MINSA","chile","-30:-71'",2015,,540,"Si"
2948,"Oderay Gonzalez","MINSA","bolivia","-17:-65'",2015,,420,"Si"
2949,"Saray Pimentel","MINSA","el salvador","13,833333:-88,916667'",2015,,630,"Si"
2950,"Arelis Quintero","MINSA","cuba","22:-79,5'",2016,,600,"Si"
2951,"Virginia Muñoz","MINSA","cuba","22:-79,5'",2016,1577,400,"Si"
2952,"Cristina Silvera","MINSA","cuba","22:-79,5'",2016,"1365.69",800,"Si"
